corename,latitude,longitude,species,d18oc,reference,doi,subspecies,foram,t_annual,gridlat,gridlon,griddistance,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,t_seasonal,d18osw
M35004-1,14.41,-61.6616666666667,G. ruber,-2.01,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.805999755859375,14.5,-61.5,20.1015810124132,1,1,1,1,1,1,1,1,1,1,1,1,27.805999755859375,0.6751290559768677
M35005-3,15.453333333333301,-62.2316666666667,G. ruber,-1.73,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.5964412689209,15.5,-62.5,29.25253777253781,1,1,1,1,1,1,1,1,1,1,1,1,27.5964412689209,0.7224553823471069
M35006-6,16.4216666666667,-62.453333333333305,G. ruber,-2.15,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.490081787109375,16.5,-62.5,10.042861046207271,1,1,1,1,1,1,1,1,1,1,1,1,27.490081787109375,0.7296225428581238
M35003-4,12.09,-61.2433,G. ruber,-2.15,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.609338760375977,12.5,-61.5,53.503484779616436,1,1,1,1,1,1,1,1,1,1,1,1,27.609338760375977,0.6495618224143982
M35008-1,18.0316666666667,-64.1633333333333,G. ruber,-1.75,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.276151657104492,18.5,-64.5,63.123416789861125,1,1,1,1,1,1,1,1,1,1,1,1,27.276151657104492,0.7165998816490173
M35010-2,18.9333333333333,-64.09,G. ruber,-1.5,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.276151657104492,18.5,-64.5,64.77270459548915,1,1,1,1,1,1,1,1,1,1,1,1,27.276151657104492,0.7165998816490173
M35012-6,18.305,-63.6266666666667,G. ruber,-1.79,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.26592445373535,18.5,-63.5,25.499298212843293,1,1,1,1,1,1,1,1,1,1,1,1,27.26592445373535,0.7386985421180725
CHO 288-54,17.43,-77.66,G. ruber,-2.14,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,28.061471939086914,17.5,-77.5,18.69175998878424,1,1,1,1,1,1,1,1,1,1,1,1,28.061471939086914,0.8433324694633484
M35013-3,18.315,-63.45,G. ruber,-1.68,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.26592445373535,18.5,-63.5,21.260472883453794,1,1,1,1,1,1,1,1,1,1,1,1,27.26592445373535,0.7386985421180725
M35014-1,17.841666666666697,-63.7366666666667,G. ruber,-1.88,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.42304039001465,17.5,-63.5,45.571072785640375,1,1,1,1,1,1,1,1,1,1,1,1,27.42304039001465,0.7194527983665466
M35015-1,17.9933333333333,-63.451666666666696,G. ruber,-1.8,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.42304039001465,17.5,-63.5,55.15600467673227,1,1,1,1,1,1,1,1,1,1,1,1,27.42304039001465,0.7194527983665466
M35018-1,17.575,-65.37,G. ruber,-1.87,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,16.1280659713169,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35019-1,17.6716666666667,-65.485,G. ruber,-1.64,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,19.17601670051406,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35020-2,17.93,-65.435,G. ruber,-1.8,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,48.36097017397041,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35023-3,17.603333333333303,-65.6816666666667,G. ruber,-1.87,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,22.45211373692508,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35023-4,17.603333333333303,-65.6833333333333,G. ruber,-1.93,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,22.60421009493939,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35024-6,17.0433333333333,-66.0016666666667,G. ruber,-1.85,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.727622985839844,17.5,-65.5,73.67486506271625,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6967993974685669
M35026-2,17.5083333333333,-67.04333333333331,G. ruber,-1.83,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.64561653137207,17.5,-67.5,48.49069426358526,1,1,1,1,1,1,1,1,1,1,1,1,27.64561653137207,0.697884738445282
M35030-1,16.755,-78.61,G. ruber,-1.9,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.893983840942383,16.5,-78.5,30.715722668595138,1,1,1,1,1,1,1,1,1,1,1,1,27.893983840942383,0.837067723274231
M35032-1,16.588333333333303,-78.615,G. ruber,-1.72,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.893983840942383,16.5,-78.5,15.725395883371077,1,1,1,1,1,1,1,1,1,1,1,1,27.893983840942383,0.837067723274231
M35034-3,16.9033333333333,-79.0583333333333,G. ruber,-1.93,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.901458740234375,16.5,-79.5,65.0654620917418,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
M35035-1,16.893333333333302,-79.1316666666667,G. ruber,-1.94,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.901458740234375,16.5,-79.5,58.81833855239037,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
M35036-3,16.9166666666667,-79.4216666666667,G. ruber,-1.88,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.901458740234375,16.5,-79.5,47.12894247033486,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
M35037-1,16.913333333333302,-79.3883333333333,G. ruber,-1.78,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.901458740234375,16.5,-79.5,47.5273616033591,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
M35038-1,17.2616666666667,-79.23,G. ruber,-1.74,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,28.0013484954834,17.5,-79.5,39.07251606673545,1,1,1,1,1,1,1,1,1,1,1,1,28.0013484954834,0.8449371457099915
M35039-1,17.926666666666698,-79.145,G. ruber,-1.48,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,28.0013484954834,17.5,-79.5,60.60528302342583,1,1,1,1,1,1,1,1,1,1,1,1,28.0013484954834,0.8449371457099915
SO164-01-3,13.836583333333301,-74.1504666666667,G. ruber,-1.63,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.3399600982666,13.5,-74.5,53.22867367983598,1,1,1,1,1,1,1,1,1,1,1,1,27.3399600982666,0.8168206810951233
SO164-03-3,16.54,-72.2051666666667,G. ruber,-1.82,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.624757766723633,16.5,-72.5,31.779337134280393,1,1,1,1,1,1,1,1,1,1,1,1,27.624757766723633,0.8287591934204102
GIK13534-1,21.02,-17.88,G. ruber,-1.5,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,18.97853660583496,21.5,-17.5,66.40187125668481,0,0,0,0,0,0,0,1,1,1,0,0,20.84482765197754,1.0033361911773682
GeoB1512-1,5.903,-48.043,G. ruber,-2.26,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.623506546020508,5.5,-48.5,67.63906347351104,1,1,1,1,1,1,1,1,1,1,1,1,27.623506546020508,-0.007429556455463171
GeoB1514-5,5.14,-46.58,G. ruber,-2.44,Regenberg et al (2009),10.1016/j.epsl.2008.12.019,pink,G. ruber pink,27.61151123046875,5.5,-46.5,41.0442209937831,1,1,1,1,1,1,1,1,1,1,1,1,27.61151123046875,0.24652442336082458
GIK15663-1,34.92,-6.85,G. ruber,-1.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,18.755407333374023,35.5,-6.5,71.98593466321849,0,0,0,0,0,0,1,1,1,0,0,0,21.75223731994629,0.9087281823158264
GIK15660-1,34.9,-6.79,G. ruber,-1.02,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,18.755407333374023,35.5,-6.5,71.81185952078991,0,0,0,0,0,0,1,1,1,0,0,0,21.75223731994629,0.9087281823158264
GIK15659-1,34.89,-6.84,G. ruber,-1.1,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,74.38922816515374,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
GIK15657-1,34.89,-6.67,G. ruber,-0.88,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,18.755407333374023,35.5,-6.5,69.6432477646189,0,0,0,0,0,0,1,1,1,0,0,0,21.75223731994629,0.9087281823158264
GIK15652-2,34.87,-6.58,G. ruber,-1.07,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,18.755407333374023,35.5,-6.5,70.50759232635042,0,0,0,0,0,0,1,1,1,0,0,0,21.75223731994629,0.9087281823158264
GIK15647-1,32.38,-9.77,G. ruber,-0.87,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,28.668477563083155,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15646-1,32.38,-9.78,G. ruber,-0.62,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,29.50298455295707,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15645-1,32.39,-9.8,G. ruber,-0.84,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,30.72818286194093,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15644-1,32.4,-9.81,G. ruber,-1.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,31.175925129168995,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15643-1,32.4,-9.82,G. ruber,-0.63,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,32.05513122640814,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15641-2,32.43,-9.87,G. ruber,-0.82,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,35.61416552051759,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15640-1,32.45,-9.96,G. ruber,-0.86,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.5218505859375,32.5,-9.5,43.55649074036722,0,0,0,0,0,0,0,1,1,1,0,0,21.867631912231445,1.066870927810669
GIK15639-1,32.49,-10.11,G. ruber,-1.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.44171714782715,32.5,-10.5,36.63438507787079,0,0,0,0,0,0,0,1,1,1,0,0,21.753463745117188,1.066870927810669
GIK15638-2,32.21,-10.45,G. ruber,-0.82,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.44171714782715,32.5,-10.5,32.62322175312799,0,0,0,0,0,0,0,1,1,1,0,0,21.753463745117188,1.066870927810669
GIK15635-2,27.2,-14.66,G. ruber,-1.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.164793014526367,27.5,-14.5,36.95340719929555,0,0,0,0,0,0,0,1,1,1,0,0,22.039430618286133,1.1291990280151367
GIK15634-1,28.26,-13.4,G. ruber,-0.67,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.642168045043945,27.5,-13.5,85.17246167059781,0,0,0,0,0,0,0,1,1,1,0,0,21.369903564453125,1.1157982349395752
GIK15632-1,28.91,-11.7,G. ruber,-0.66,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.36009407043457,29.5,-11.5,68.49293665672168,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
GIK15631-1,29.02,-11.9,G. ruber,-0.85,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.36009407043457,29.5,-11.5,66.06147513622854,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
GIK15630-1,29.04,-11.92,G. ruber,-0.85,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.36009407043457,29.5,-11.5,65.46374339548181,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
GIK15629-1,29.06,-11.95,G. ruber,-0.74,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.36009407043457,29.5,-11.5,65.63677144630188,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
GIK15628-4,29.08,-11.98,G. ruber,-1.07,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.36009407043457,29.5,-11.5,66.01252555213001,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
GIK15627-2,29.17,-12.09,G. ruber,-1.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.74147605895996,29.5,-12.5,54.153349853587535,0,0,0,0,0,0,0,1,1,1,0,0,21.775930404663086,1.1041303873062134
GIK15626-1,29.22,-12.84,G. ruber,-0.97,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.74147605895996,29.5,-12.5,45.383668896856044,0,0,0,0,0,0,0,1,1,1,0,0,21.775930404663086,1.1041303873062134
GIK13588-2,19.62,-17.25,G. ruber,-1.95,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,29.43014652034102,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK13587-1,19.65,-17.23,G. ruber,-1.87,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,32.8753733383146,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK13586-1,19.68,-17.2,G. ruber,-1.77,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,37.301498103764224,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK13585-1,19.69,-17.15,G. ruber,-1.67,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,42.363084934786315,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK13584-2,19.7,-17.14,G. ruber,-2.16,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,43.82873121680961,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK13583-1,19.71,-17.11,G. ruber,-2.07,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.786907196044922,19.5,-17.5,47.10735936016716,0,0,0,0,0,0,1,1,1,1,0,0,24.236772537231445,0.8879484534263611
GIK15664-1,34.93,-6.93,G. ruber,-1.12,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,70.792526705924,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
GeoB1513-2,5.432,-46.927,G. ruber,-2.05,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.61151123046875,5.5,-46.5,47.91883634127941,1,1,1,1,1,1,1,1,1,1,1,1,27.61151123046875,0.24652442336082458
GIK15666-9,34.96,-7.12,G. ruber,-0.84,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,61.89287193990941,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
GIK15669-2,34.89,-7.82,G. ruber,-0.93,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,52.36995878594823,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
GeoB1515-2,4.238,-43.665,G. ruber,-2.19,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.582033157348633,4.5,-43.5,34.43907763339211,1,1,1,1,1,1,1,1,1,1,1,1,27.582033157348633,0.7706637978553772
GeoB1523-2,3.815,-41.622,G. ruber,-2.04,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.562103271484375,3.5,-41.5,37.59370828968155,1,1,1,1,1,1,1,1,1,1,1,1,27.562103271484375,0.7968289256095886
GeoB2201-1,-8.195,-34.46,G. ruber,-1.51,Regenberg et al (2009),10.1016/j.epsl.2008.12.019,pink,G. ruber pink,27.5819149017334,-8.5,-33.5,111.05051322726572,1,1,1,1,1,1,1,1,1,1,1,1,27.5819149017334,0.873788595199585
GeoB2202-5,-8.195,-34.26,G. ruber,-1.72,Regenberg et al (2009),10.1016/j.epsl.2008.12.019,pink,G. ruber pink,27.5819149017334,-8.5,-33.5,90.32935527783242,1,1,1,1,1,1,1,1,1,1,1,1,27.5819149017334,0.873788595199585
GeoB2204-1,-8.532,-34.023,G. ruber,-1.77,Regenberg et al (2009),10.1016/j.epsl.2008.12.019,pink,G. ruber pink,27.5819149017334,-8.5,-33.5,57.68807691365547,1,1,1,1,1,1,1,1,1,1,1,1,27.5819149017334,0.873788595199585
GeoB4304-1,8.572000000000001,-40.437,G. ruber,-2.06,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.211898803710938,8.5,-40.5,10.599084987627657,1,1,1,1,1,1,1,1,1,1,1,1,27.211898803710938,0.7849626541137695
GeoB4305-1,8.498,-39.992,G. ruber,-2.02,Regenberg et al (2009) Steph et al (2009),10.1016/j.epsl.2008.12.019;10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.191621780395508,8.5,-39.5,54.168029603329224,1,1,1,1,1,1,1,1,1,1,1,1,27.191621780395508,0.7883869409561157
MD03-2707,2.5019400000000003,9.39472,G. ruber,-2.37,Weldeab et al (2007),10.1126/science.1140461,pink,G. ruber pink,27.8552303314209,2.5,9.5,11.710542592169919,1,1,1,1,1,1,1,1,1,1,1,1,27.8552303314209,0.2852213680744171
GeoB4905-4,2.5,9.384,G. ruber,-2.36,Weldeab et al (2005),10.1130/G21874.1,pink,G. ruber pink,27.8552303314209,2.5,9.5,12.900768356005003,1,1,1,1,1,1,1,1,1,1,1,1,27.8552303314209,0.2852213680744171
ODP1078C,-11.92,13.4,G. ruber,-1.837432722041536,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,24.917587280273438,-11.5,13.5,48.007897263235826,1,1,1,1,1,1,0,0,0,1,1,1,26.009014129638672,0.7176336646080017
M35054-1,16.535,-76.645,G. ruber,-2.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.796998977661133,16.5,-76.5,15.958150019364577,1,1,1,1,1,1,1,1,1,1,1,1,27.796998977661133,0.8242834210395813
M35053-3,16.543,-76.868,G. ruber,-1.82,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.796998977661133,16.5,-76.5,39.56478895213775,1,1,1,1,1,1,1,1,1,1,1,1,27.796998977661133,0.8242834210395813
M35052-5,16.57,-77.693,G. ruber,-2.03,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.87065315246582,16.5,-77.5,22.0209730187733,1,1,1,1,1,1,1,1,1,1,1,1,27.87065315246582,0.8321929574012756
M35033-1,16.913,-79.018,G. ruber,-2.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.901458740234375,16.5,-79.5,68.95423216281172,1,1,1,1,1,1,1,1,1,1,1,1,27.901458740234375,0.8402566313743591
M35031-2,16.71,-78.633,G. ruber,-1.93,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.893983840942383,16.5,-78.5,27.34571856978239,1,1,1,1,1,1,1,1,1,1,1,1,27.893983840942383,0.837067723274231
M35025-1,17.753,-67.008,G. ruber,-2.24,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.64561653137207,17.5,-67.5,59.31088137588796,1,1,1,1,1,1,1,1,1,1,1,1,27.64561653137207,0.697884738445282
M35020-1,17.93,-65.67,G. ruber,-1.88,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.727622985839844,17.5,-65.5,51.149206551632815,1,1,1,1,1,1,1,1,1,1,1,1,27.727622985839844,0.6972176432609558
M35006-5,16.42,-62.455,G. ruber,-2.12,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.490081787109375,16.5,-62.5,10.118703496941631,1,1,1,1,1,1,1,1,1,1,1,1,27.490081787109375,0.7296225428581238
M35003-4,12.09,-61.2433,G. ruber,-2.1293333333333337,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.609338760375977,12.5,-61.5,53.503484779616436,1,1,1,1,1,1,1,1,1,1,1,1,27.609338760375977,0.6495618224143982
INMD97,16.65,-46.13333333333333,G. ruber,-1.5,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,26.143394470214844,16.5,-46.5,42.535527633411256,1,1,1,1,1,1,1,1,1,1,1,1,26.143394470214844,0.916257917881012
INMD110,-10.033333333333333,-13.383333333333333,G. ruber,-1.24,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,25.145179748535156,-10.5,-13.5,53.49768342140206,1,1,1,1,1,1,1,1,1,1,1,1,25.145179748535156,0.8663602471351624
INMD109,-5.45,-15.966666666666667,G. ruber,-1.82,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,26.052581787109375,-5.5,-15.5,52.010634096325056,1,1,1,1,1,1,1,1,1,1,1,1,26.052581787109375,0.8014522194862366
INMD104,4.25,-21.916666666666668,G. ruber,-1.67,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.748640060424805,4.5,-21.5,53.97550704413018,1,1,1,1,1,1,1,1,1,1,1,1,27.748640060424805,0.7239539623260498
INMD101,6.95,-26.45,G. ruber,-1.58,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,27.394533157348633,6.5,-26.5,50.39769569377117,1,1,1,1,1,1,1,1,1,1,1,1,27.394533157348633,0.7474257946014404
GIK15677-1,34.1,-10.83,G. ruber,-1.15,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.23748207092285,34.5,-10.5,53.885459331985224,0,0,0,0,0,0,0,1,1,1,0,0,21.97813606262207,1.0372302532196045
GIK15676-2,34.76,-8.85,G. ruber,-0.87,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.54912757873535,34.5,-8.5,43.1912917042357,0,0,0,0,0,0,1,1,1,0,0,0,22.43940544128418,1.0234376192092896
GIK15673-2,34.8,-8.4,G. ruber,-1.06,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.54912757873535,34.5,-8.5,34.628610886008154,0,0,0,0,0,0,1,1,1,0,0,0,22.43940544128418,1.0234376192092896
GIK15672-2,34.86,-8.13,G. ruber,-0.98,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.54912757873535,34.5,-8.5,52.471075489945044,0,0,0,0,0,0,1,1,1,0,0,0,22.43940544128418,1.0234376192092896
GIK15670-1,34.91,-7.58,G. ruber,-1.01,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,46.224347301391276,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
GIK15667-1,34.99,-7.28,G. ruber,-1.11,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,19.817556381225586,34.5,-7.5,58.139963667264134,0,0,0,0,0,0,1,1,1,0,0,0,22.941530227661133,1.0162400007247925
86.11,35.57,-32.55,G. ruber,-0.6,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,pink,G. ruber pink,20.535741806030273,35.5,-32.5,9.013108413985087,0,0,0,0,0,0,1,1,1,1,0,0,23.93984603881836,1.0453903675079346
M35002-1,12.031666666666698,-61.1766666666667,G. ruber,-1.75,Regenberg et al (2006) Steph et al 2009,10.1016/j.marmicro.2008.12.004,pink,G. ruber pink,27.609338760375977,12.5,-61.5,62.88899148382675,1,1,1,1,1,1,1,1,1,1,1,1,27.609338760375977,0.6495618224143982
GIK15630-1,29.04,-11.92,G. ruber,-0.5,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,white,G. ruber white,19.36009407043457,29.5,-11.5,65.46374339548181,0,0,0,0,0,0,0,1,1,1,0,0,21.12726593017578,1.09347665309906
SO42-51KL,20.965,65.555,G. ruber,-2.01,Dahl and Oppo (2006),10.1029/2005PA001162,white,G. ruber white,27.12647247314453,20.5,65.5,52.079163906624366,1,1,1,1,1,1,1,1,1,1,1,1,27.12647247314453,0.6694546937942505
